age_v,income_v,employment_length_v,loan_amount_v,loan_interest_rate_v,loan_percent_income_v,credit_history_length_v,age_a,income_a,employment_length_a,loan_amount_a,loan_interest_rate_a,loan_percent_income_a,credit_history_length_a,y,loan_intent,home_ownership,default_on_file,id
26,85000,1.0,15000,12.73,0.18,3,0.005,-0.179,0.003,0.035,-0.008,-0.053,0.0,0.011,DEBTCONSOLIDATION,MORTGAGE,N,15572
22,48000,1.0,7200,9.62,0.15,3,0.018,-0.013,0.003,-0.029,-0.066,-0.077,-0.0,0.046,EDUCATION,RENT,N,15573
23,57355,5.0,25000,13.49,0.37,3,-0.004,-0.006,-0.015,0.354,0.138,0.146,0.005,0.828,MEDICAL,MORTGAGE,N,15574
24,30996,7.0,7000,16.63,0.23,2,-0.025,0.139,-0.04,-0.063,0.342,-0.066,-0.026,0.471,VENTURE,RENT,Y,15575
21,22200,2.0,2500,16.29,0.11,2,0.005,0.128,0.077,0.002,0.523,-0.039,-0.008,0.898,DEBTCONSOLIDATION,RENT,Y,15576
24,25000,0.0,4400,6.76,0.18,2,0.003,0.011,-0.008,-0.04,-0.084,-0.067,-0.0,0.023,EDUCATION,RENT,N,15577
22,22596,4.0,7500,9.76,0.33,3,-0.025,0.146,0.035,0.004,-0.016,0.391,0.005,0.749,DEBTCONSOLIDATION,RENT,N,15578
22,33300,5.0,5325,14.59,0.16,4,-0.018,0.14,-0.081,-0.048,0.292,0.005,-0.0,0.498,DEBTCONSOLIDATION,MORTGAGE,N,15579
25,35000,4.0,4000,7.51,0.11,4,0.007,-0.016,-0.01,-0.049,-0.05,-0.054,-0.012,0.026,VENTURE,RENT,N,15580
22,127500,2.0,15000,7.49,0.12,4,-0.016,-0.123,-0.009,0.043,-0.066,-0.035,0.001,0.004,MEDICAL,MORTGAGE,N,15581
24,18000,5.0,3000,15.27,0.17,2,-0.005,0.536,-0.026,-0.028,0.105,0.179,0.01,0.981,EDUCATION,RENT,N,15582
23,45000,7.0,6000,11.49,0.13,3,0.003,-0.028,-0.001,-0.06,-0.014,-0.037,0.0,0.072,EDUCATION,RENT,N,15583
24,65000,5.0,9600,11.99,0.15,3,0.003,-0.121,-0.01,-0.01,-0.015,-0.047,0.001,0.012,PERSONAL,MORTGAGE,N,15584
26,69000,10.0,6200,15.99,0.09,3,0.021,0.119,-0.034,-0.056,0.446,0.034,-0.001,0.74,DEBTCONSOLIDATION,MORTGAGE,Y,15585
26,46000,4.0,9000,7.14,0.2,3,0.009,-0.023,-0.006,-0.005,-0.087,-0.069,0.003,0.032,DEBTCONSOLIDATION,RENT,N,15586
24,48000,4.0,5000,5.99,0.1,4,0.005,-0.007,-0.009,-0.027,-0.083,-0.043,-0.001,0.045,VENTURE,MORTGAGE,N,15587
22,13200,0.0,2500,9.91,0.19,3,-0.01,0.641,-0.004,-0.017,-0.031,0.206,0.001,0.995,HOMEIMPROVEMENT,RENT,N,15588
25,49000,9.0,7000,6.99,0.14,3,0.018,0.147,-0.001,-0.007,-0.139,-0.026,-0.003,0.197,PERSONAL,MORTGAGE,N,15589
22,60000,0.0,5500,7.88,0.09,3,0.005,-0.086,0.007,-0.044,-0.073,-0.006,-0.001,0.011,VENTURE,RENT,N,15590
22,26400,1.0,3500,15.27,0.13,3,-0.004,0.012,0.051,-0.131,0.209,-0.081,-0.004,0.262,PERSONAL,RENT,N,15591
24,42000,2.0,7000,8.59,0.17,3,0.007,-0.028,-0.003,-0.01,-0.089,-0.056,0.001,0.03,HOMEIMPROVEMENT,MORTGAGE,N,15592
22,50000,4.0,10000,9.32,0.2,3,0.005,-0.095,-0.008,-0.005,-0.04,-0.047,0.001,0.021,EDUCATION,RENT,N,15593
25,34000,2.0,15450,11.22,0.45,4,0.018,0.203,0.005,0.118,0.006,0.212,0.02,0.791,MEDICAL,MORTGAGE,Y,15594
24,80000,0.0,6000,8.59,0.07,2,0.007,-0.101,0.001,-0.035,-0.059,-0.015,-0.001,0.008,PERSONAL,MORTGAGE,N,15595
24,55782,3.0,17000,7.51,0.3,2,-0.003,-0.038,-0.015,0.058,-0.084,-0.081,0.005,0.053,HOMEIMPROVEMENT,RENT,N,15596
26,65935,1.0,24250,14.96,0.37,4,0.013,0.013,0.046,0.238,0.316,0.085,-0.0,0.921,EDUCATION,RENT,N,15597
23,82000,2.0,20900,12.69,0.25,2,0.004,-0.154,-0.004,0.129,-0.013,-0.118,-0.002,0.053,DEBTCONSOLIDATION,RENT,N,15598
25,46800,5.0,12000,13.11,0.26,4,0.055,0.017,-0.023,0.025,0.082,-0.061,0.003,0.308,EDUCATION,RENT,N,15599
25,78000,7.0,9000,11.78,0.12,3,0.029,0.059,0.026,0.011,0.005,-0.032,-0.003,0.305,DEBTCONSOLIDATION,MORTGAGE,Y,15600
24,67000,2.0,12150,10.37,0.18,3,0.01,-0.066,-0.005,0.011,-0.062,-0.065,0.001,0.034,HOMEIMPROVEMENT,MORTGAGE,N,15601
22,19680,2.0,7750,14.83,0.39,4,-0.028,0.373,0.02,-0.009,0.135,0.294,0.001,0.995,MEDICAL,RENT,N,15602
23,43200,2.0,9100,13.24,0.21,3,0.026,-0.023,0.016,0.039,0.058,-0.089,0.008,0.245,EDUCATION,RENT,N,15603
24,80000,8.0,5550,8.49,0.07,3,0.006,-0.115,0.002,-0.049,-0.035,-0.0,0.001,0.02,MEDICAL,MORTGAGE,N,15604
22,50663,0.0,7500,13.22,0.15,2,-0.004,-0.116,0.02,-0.021,0.001,-0.055,-0.005,0.028,EDUCATION,RENT,N,15605
26,122500,1.0,10000,10.65,0.08,2,0.016,-0.118,0.003,0.022,-0.031,-0.011,-0.001,0.089,HOMEIMPROVEMENT,RENT,N,15606
22,33600,1.0,5000,18.25,0.15,2,-0.013,0.116,0.055,-0.01,0.538,-0.053,-0.033,0.81,DEBTCONSOLIDATION,OWN,N,15607
22,88512,6.0,3000,5.79,0.03,2,-0.004,-0.04,-0.01,-0.04,-0.115,0.005,-0.003,0.002,EDUCATION,MORTGAGE,N,15608
23,28800,5.0,2800,10.38,0.1,2,0.001,0.04,-0.01,-0.03,-0.048,-0.06,-0.019,0.083,EDUCATION,RENT,N,15609
22,48000,6.0,9925,9.63,0.21,3,0.023,-0.031,-0.007,-0.014,-0.03,-0.082,0.001,0.07,EDUCATION,MORTGAGE,N,15610
23,75000,0.0,6000,11.48,0.08,2,0.008,-0.117,0.012,-0.048,-0.02,-0.003,-0.004,0.038,VENTURE,RENT,N,15611
24,110000,5.0,12000,7.9,0.11,3,-0.002,-0.146,-0.008,0.019,-0.048,-0.026,0.002,0.001,PERSONAL,RENT,N,15612
26,46000,8.0,7000,9.99,0.15,4,0.011,0.009,-0.0,-0.008,-0.028,-0.036,0.001,0.159,DEBTCONSOLIDATION,MORTGAGE,N,15613
24,85000,0.0,16000,6.91,0.19,3,0.003,-0.138,0.006,0.041,-0.076,-0.043,-0.0,0.002,HOMEIMPROVEMENT,RENT,N,15614
23,45000,2.0,1700,14.72,0.04,2,-0.002,-0.057,-0.003,-0.113,0.008,0.001,-0.002,0.042,EDUCATION,RENT,N,15615
23,72000,3.0,10800,7.88,0.15,2,0.0,-0.063,-0.011,0.005,-0.078,-0.054,0.0,0.01,EDUCATION,RENT,N,15616
21,15600,0.0,2800,7.4,0.18,4,-0.01,0.623,-0.001,-0.016,-0.062,0.229,0.0,0.974,MEDICAL,RENT,N,15617
24,40944,0.0,8200,11.36,0.2,4,0.01,-0.002,0.001,-0.009,-0.03,-0.078,-0.003,0.1,MEDICAL,RENT,N,15618
25,105000,3.0,12000,12.84,0.11,3,0.009,-0.204,-0.01,0.031,0.02,-0.032,0.0,0.024,VENTURE,MORTGAGE,N,15619
21,26000,2.0,7750,16.7,0.3,3,0.018,0.164,0.04,-0.035,0.521,-0.006,-0.003,0.909,EDUCATION,RENT,N,15620
24,31000,8.0,13500,13.43,0.44,4,-0.009,0.179,-0.004,0.068,0.121,0.234,-0.005,0.793,VENTURE,RENT,Y,15621
22,60000,6.0,10000,8.9,0.17,3,0.003,-0.113,-0.005,-0.006,-0.037,-0.042,-0.002,0.008,DEBTCONSOLIDATION,MORTGAGE,N,15622
24,28000,3.0,6400,14.75,0.23,4,0.013,0.098,-0.045,-0.071,0.242,-0.082,-0.005,0.36,MEDICAL,RENT,Y,15623
23,99996,2.0,4800,11.49,0.05,4,-0.005,-0.127,-0.002,-0.029,-0.031,-0.012,-0.001,0.002,EDUCATION,MORTGAGE,N,15624
23,33204,7.0,2000,14.72,0.06,2,-0.005,0.076,-0.016,-0.104,0.026,-0.011,0.001,0.177,EDUCATION,RENT,Y,15625
21,29004,5.0,11000,14.22,0.38,4,0.016,0.353,-0.026,0.063,0.087,0.243,0.003,0.949,PERSONAL,RENT,Y,15626
22,45000,2.0,8000,16.49,0.18,4,0.003,-0.026,0.087,-0.07,0.442,-0.054,-0.004,0.587,EDUCATION,MORTGAGE,Y,15627
22,25000,1.0,11100,9.63,0.44,3,-0.077,0.096,-0.009,-0.013,-0.109,0.194,-0.007,0.284,EDUCATION,OWN,N,15628
24,26400,4.0,8875,6.62,0.34,3,-0.001,0.234,0.017,0.035,-0.019,0.418,-0.015,0.878,EDUCATION,RENT,N,15629
24,67000,2.0,16000,12.69,0.24,2,0.003,-0.099,0.007,0.074,-0.009,-0.111,0.004,0.079,MEDICAL,OWN,N,15630
25,62500,2.0,12000,16.77,0.19,4,0.028,0.06,0.083,0.032,0.486,-0.069,-0.005,0.824,DEBTCONSOLIDATION,RENT,N,15631
26,78000,7.0,7200,6.62,0.09,4,0.01,-0.035,0.013,-0.038,-0.129,-0.003,0.001,0.029,VENTURE,MORTGAGE,N,15632
23,68000,1.0,14400,17.99,0.21,2,0.003,-0.042,0.086,0.03,0.515,-0.072,-0.013,0.716,VENTURE,RENT,N,15633
24,35000,4.0,1850,7.12,0.05,3,0.004,-0.02,-0.004,-0.053,-0.075,-0.03,-0.013,0.018,MEDICAL,RENT,N,15634
25,45000,1.0,10000,11.89,0.22,3,0.008,-0.06,0.008,-0.009,-0.024,-0.071,-0.001,0.06,MEDICAL,RENT,N,15635
23,69000,0.0,15000,14.96,0.22,4,0.008,0.182,0.119,0.076,0.454,-0.067,0.001,0.982,HOMEIMPROVEMENT,MORTGAGE,N,15636
22,80000,7.0,1500,10.37,0.02,4,-0.003,-0.12,-0.001,-0.059,-0.019,-0.003,-0.001,0.004,DEBTCONSOLIDATION,MORTGAGE,N,15637
26,56000,6.0,8150,12.87,0.15,2,0.025,0.035,-0.007,-0.019,0.03,-0.099,0.009,0.184,DEBTCONSOLIDATION,RENT,N,15638
23,40308,1.0,5000,7.68,0.12,3,0.003,-0.038,0.004,-0.036,-0.083,-0.05,-0.001,0.009,MEDICAL,MORTGAGE,N,15639
24,49200,8.0,4000,13.06,0.08,3,0.014,0.139,-0.039,-0.118,0.009,0.013,-0.002,0.225,PERSONAL,OWN,Y,15640
24,54000,8.0,4000,9.99,0.07,2,0.02,0.084,-0.002,-0.132,-0.058,-0.002,-0.003,0.117,PERSONAL,MORTGAGE,N,15641
23,50400,7.0,2500,10.99,0.05,2,0.007,-0.086,-0.002,-0.067,-0.029,-0.009,-0.003,0.02,VENTURE,MORTGAGE,N,15642
25,70000,9.0,16000,12.18,0.23,4,0.013,-0.193,0.007,0.08,0.004,-0.101,0.0,0.02,EDUCATION,MORTGAGE,N,15643
23,87000,0.0,7500,11.28,0.09,4,-0.0,-0.123,0.01,-0.021,-0.037,-0.014,-0.002,0.024,DEBTCONSOLIDATION,MORTGAGE,Y,15644
21,72500,3.0,14000,13.49,0.19,3,-0.015,-0.105,-0.02,0.032,0.016,-0.067,0.003,0.054,EDUCATION,RENT,Y,15645
24,42000,8.0,2500,15.28,0.06,2,0.015,0.01,-0.028,-0.129,0.196,-0.019,0.001,0.255,PERSONAL,MORTGAGE,Y,15646
26,60996,2.0,12000,12.21,0.2,4,0.008,-0.115,0.006,0.016,-0.021,-0.08,-0.002,0.022,DEBTCONSOLIDATION,MORTGAGE,N,15647
23,200000,4.0,6000,11.86,0.03,3,-0.011,-0.151,-0.005,-0.028,-0.02,0.008,0.002,0.006,EDUCATION,MORTGAGE,N,15648
25,57000,0.0,15000,13.85,0.26,2,0.019,-0.027,0.001,0.057,0.006,-0.09,0.003,0.177,PERSONAL,RENT,Y,15649
26,21000,4.0,8000,13.79,0.38,2,0.005,0.081,-0.021,-0.033,0.03,0.348,-0.01,0.61,VENTURE,OWN,N,15650
25,55000,3.0,24200,8.49,0.44,2,0.017,-0.115,-0.016,0.229,-0.102,0.07,-0.003,0.29,DEBTCONSOLIDATION,MORTGAGE,N,15651
24,45996,2.0,10800,13.16,0.23,4,-0.004,-0.04,0.006,-0.01,0.011,-0.097,0.002,0.079,VENTURE,RENT,N,15652
21,20400,2.0,4500,10.99,0.22,3,-0.007,-0.009,0.002,-0.055,-0.05,-0.063,0.001,0.029,VENTURE,RENT,N,15653
23,34800,6.0,6600,7.49,0.19,2,0.004,0.123,-0.017,-0.045,-0.105,-0.038,0.02,0.152,VENTURE,RENT,N,15654
25,77078,1.0,3425,12.18,0.04,4,0.017,-0.031,0.003,-0.08,-0.023,0.038,0.005,0.138,DEBTCONSOLIDATION,MORTGAGE,N,15655
26,100000,5.0,24000,10.99,0.24,4,0.008,-0.222,-0.009,0.161,-0.043,-0.085,-0.005,0.014,DEBTCONSOLIDATION,MORTGAGE,N,15656
26,34000,6.0,12000,6.03,0.35,2,0.016,0.161,-0.069,0.039,-0.202,0.11,0.002,0.267,PERSONAL,MORTGAGE,N,15657
24,93000,5.0,12000,16.29,0.13,3,0.004,-0.172,-0.072,0.027,0.311,-0.04,-0.002,0.267,DEBTCONSOLIDATION,MORTGAGE,Y,15658
25,29000,9.0,3000,6.62,0.1,4,0.049,0.457,0.041,-0.018,0.067,-0.018,0.007,0.795,EDUCATION,RENT,N,15659
21,20004,2.0,2500,9.63,0.12,3,-0.009,0.018,-0.006,-0.049,-0.059,-0.064,0.002,0.043,EDUCATION,OWN,N,15660
24,120000,8.0,5275,5.42,0.04,4,0.002,-0.118,-0.001,-0.018,-0.083,0.007,0.001,0.0,EDUCATION,OWN,N,15661
23,36000,5.0,10000,9.99,0.28,2,0.0,-0.007,-0.013,0.007,-0.045,-0.123,-0.002,0.026,EDUCATION,RENT,N,15662
23,72250,7.0,30000,10.65,0.35,2,-0.009,-0.105,0.031,0.442,0.049,0.059,0.013,0.691,MEDICAL,RENT,N,15663
23,66000,7.0,5000,10.39,0.08,4,0.011,-0.005,0.032,-0.046,-0.043,0.005,-0.002,0.162,MEDICAL,RENT,N,15664
24,193000,8.0,10000,13.06,0.05,4,-0.005,-0.195,-0.021,0.02,0.016,0.008,0.005,0.038,EDUCATION,MORTGAGE,N,15665
26,92500,3.0,12000,11.71,0.13,4,0.011,-0.157,-0.014,0.017,-0.014,-0.039,-0.001,0.012,DEBTCONSOLIDATION,RENT,N,15666
24,105000,2.0,13800,7.66,0.13,3,0.003,-0.134,-0.002,0.019,-0.057,-0.038,0.002,0.002,HOMEIMPROVEMENT,RENT,N,15667
25,45000,4.0,8000,10.38,0.18,2,0.003,-0.055,-0.015,-0.027,-0.05,-0.045,0.0,0.022,VENTURE,RENT,N,15668
24,43680,1.0,10800,5.42,0.25,4,0.006,-0.036,0.01,0.011,-0.128,-0.061,0.003,0.015,EDUCATION,RENT,N,15669
26,34000,5.0,7500,7.9,0.22,4,0.017,0.208,-0.006,0.035,-0.057,-0.074,-0.003,0.331,VENTURE,RENT,N,15670
22,32500,0.0,12000,11.49,0.37,3,-0.007,0.214,0.051,0.054,0.035,0.294,-0.005,0.847,VENTURE,RENT,N,15671
26,31200,8.0,5000,8.63,0.16,2,0.004,0.076,0.003,-0.032,-0.1,-0.068,0.005,0.098,PERSONAL,RENT,N,15672
25,77000,9.0,3000,7.49,0.04,4,0.021,-0.052,0.015,-0.077,-0.091,0.023,0.004,0.053,DEBTCONSOLIDATION,MORTGAGE,N,15673
22,40000,6.0,4500,11.71,0.11,3,0.001,-0.061,-0.011,-0.064,-0.017,-0.024,-0.0,0.034,VENTURE,MORTGAGE,N,15674
25,44000,7.0,7500,10.08,0.17,4,0.033,0.269,0.057,0.01,0.003,-0.061,0.001,0.522,EDUCATION,MORTGAGE,N,15675
25,66000,9.0,25000,15.33,0.38,2,0.019,0.077,-0.017,0.233,0.312,0.071,-0.004,0.902,EDUCATION,RENT,N,15676
25,25716,1.0,9250,6.54,0.36,2,0.022,0.168,0.036,0.038,-0.011,0.403,-0.03,0.836,MEDICAL,RENT,N,15677
25,40000,6.0,5000,12.61,0.13,4,0.006,-0.061,-0.012,-0.053,0.002,-0.04,-0.003,0.049,PERSONAL,MORTGAGE,Y,15678
26,45000,3.0,1500,10.25,0.03,4,-0.0,-0.037,-0.012,-0.115,-0.023,0.015,-0.006,0.032,MEDICAL,RENT,N,15679
24,48200,3.0,5000,10.38,0.1,3,0.004,-0.021,-0.018,-0.03,-0.049,-0.053,0.0,0.043,VENTURE,RENT,N,15680
23,117696,2.0,15000,6.03,0.13,4,-0.002,-0.093,0.0,0.034,-0.111,-0.036,-0.0,0.002,MEDICAL,MORTGAGE,N,15681
26,54000,0.0,13200,14.91,0.24,2,0.005,0.192,0.083,0.046,0.46,-0.069,0.018,0.943,MEDICAL,RENT,Y,15682
24,38000,0.0,12000,11.89,0.32,3,0.015,0.091,0.055,0.036,-0.019,0.347,-0.007,0.727,PERSONAL,RENT,N,15683
22,52000,6.0,9750,13.06,0.19,2,-0.01,-0.061,-0.013,-0.011,-0.002,-0.06,0.005,0.058,EDUCATION,MORTGAGE,Y,15684
32,1200000,1.0,12000,7.51,0.01,8,-0.002,-0.166,0.002,0.035,-0.078,0.008,0.002,0.011,VENTURE,MORTGAGE,N,15685
34,948000,18.0,2000,9.99,0.0,7,-0.005,-0.145,0.012,-0.025,-0.045,0.001,0.007,0.008,PERSONAL,MORTGAGE,N,15686
29,70500,5.0,35000,8.9,0.5,6,0.02,0.019,-0.054,0.296,-0.015,0.039,0.009,0.525,PERSONAL,RENT,N,15687
33,77100,6.0,35000,8.49,0.45,9,0.062,0.004,0.027,0.401,-0.035,0.164,-0.003,0.829,DEBTCONSOLIDATION,RENT,N,15688
29,10000,0.0,3250,11.12,0.33,9,0.02,0.447,0.013,-0.018,-0.003,0.328,0.003,0.999,PERSONAL,OWN,N,15689
28,80000,12.0,35000,15.62,0.44,10,-0.015,-0.149,-0.003,0.376,0.262,0.037,0.017,0.735,EDUCATION,RENT,N,15690
29,80000,2.0,35000,12.68,0.44,10,-0.003,-0.119,0.028,0.329,0.082,0.199,0.008,0.734,DEBTCONSOLIDATION,RENT,Y,15691
35,648000,6.0,10000,17.19,0.02,8,0.028,-0.089,0.018,0.033,0.515,0.114,0.036,0.864,PERSONAL,MORTGAGE,Y,15692
29,85000,1.0,35000,11.99,0.41,8,-0.014,-0.119,0.087,0.427,0.01,0.157,0.012,0.77,PERSONAL,RENT,N,15693
31,73000,8.0,35000,19.29,0.48,10,0.035,0.055,-0.016,0.352,0.248,0.063,-0.035,0.912,EDUCATION,RENT,Y,15694
34,89000,3.0,35000,18.25,0.39,8,-0.004,-0.021,0.018,0.29,0.356,0.077,-0.003,0.923,HOMEIMPROVEMENT,RENT,N,15695
27,100000,1.0,35000,16.11,0.35,9,0.03,-0.22,0.083,0.279,0.376,0.052,0.008,0.817,DEBTCONSOLIDATION,RENT,N,15696
30,504000,4.0,3000,11.36,0.01,9,0.005,-0.123,-0.006,-0.022,-0.042,-0.019,0.0,0.003,DEBTCONSOLIDATION,RENT,N,15697
35,500000,17.0,20000,13.85,0.04,7,-0.02,-0.336,-0.008,0.126,0.002,0.029,0.005,0.009,DEBTCONSOLIDATION,MORTGAGE,Y,15698
35,500000,6.0,7500,12.29,0.01,9,-0.0,-0.154,-0.01,-0.01,-0.007,-0.015,0.004,0.018,DEBTCONSOLIDATION,MORTGAGE,Y,15699
33,468000,14.0,3750,15.62,0.01,10,0.068,-0.138,0.091,0.002,0.36,0.12,0.031,0.744,DEBTCONSOLIDATION,MORTGAGE,Y,15700
34,120000,17.0,35000,10.59,0.29,6,-0.005,-0.236,-0.016,0.202,-0.028,-0.088,-0.01,0.028,VENTURE,RENT,N,15701
33,138000,0.0,35000,18.64,0.25,7,0.048,-0.182,0.065,0.269,0.488,-0.045,-0.002,0.852,PERSONAL,RENT,Y,15702
29,160000,4.0,35000,14.27,0.22,8,0.002,-0.362,-0.018,0.23,0.049,-0.056,-0.001,0.055,VENTURE,RENT,Y,15703
33,400000,9.0,15000,6.03,0.04,10,0.001,-0.17,0.014,0.062,-0.134,0.029,-0.008,0.004,PERSONAL,MORTGAGE,N,15704
31,400000,5.0,28000,7.49,0.07,6,-0.016,-0.325,-0.004,0.174,-0.063,0.039,0.007,0.022,HOMEIMPROVEMENT,MORTGAGE,N,15705
29,400000,10.0,25000,11.12,0.06,8,0.001,-0.431,0.009,0.229,-0.03,0.033,0.003,0.024,EDUCATION,MORTGAGE,N,15706
34,325550,3.0,35000,16.77,0.09,6,0.054,-0.328,0.025,0.234,0.378,0.074,-0.0,0.648,MEDICAL,MORTGAGE,Y,15707
33,390000,8.0,35000,10.99,0.09,8,0.003,-0.449,0.014,0.274,-0.03,0.015,0.001,0.038,MEDICAL,MORTGAGE,N,15708
27,390000,11.0,10000,11.26,0.03,6,0.009,-0.24,0.009,0.016,-0.029,0.04,0.0,0.016,PERSONAL,MORTGAGE,N,15709
28,165000,3.0,35000,11.49,0.21,9,0.003,-0.373,-0.019,0.234,-0.0,-0.04,0.002,0.017,DEBTCONSOLIDATION,RENT,N,15710
30,170000,4.0,35000,13.06,0.21,9,-0.004,-0.307,-0.014,0.243,0.043,-0.068,0.002,0.104,EDUCATION,RENT,Y,15711
33,250000,0.0,35000,7.29,0.14,7,-0.007,-0.323,0.013,0.225,-0.072,-0.022,0.003,0.027,MEDICAL,RENT,N,15712
30,81000,14.0,34000,10.59,0.42,8,-0.005,-0.001,0.075,0.319,0.031,0.218,0.011,0.858,DEBTCONSOLIDATION,RENT,N,15713
28,11029,12.0,2150,10.78,0.19,7,0.023,0.667,0.017,-0.006,-0.017,0.106,-0.002,0.998,MEDICAL,MORTGAGE,Y,15714
30,350000,3.0,32000,6.62,0.09,7,0.005,-0.343,-0.018,0.214,-0.085,0.027,0.003,0.012,PERSONAL,OWN,N,15715
33,350000,0.0,10000,14.65,0.03,10,0.025,-0.242,-0.008,0.019,0.096,0.019,-0.016,0.104,VENTURE,MORTGAGE,Y,15716
35,350000,10.0,35000,17.49,0.1,7,-0.037,-0.382,-0.001,0.255,0.329,0.008,-0.019,0.363,VENTURE,MORTGAGE,N,15717
29,338000,3.0,24000,17.8,0.07,8,0.027,-0.193,0.031,0.249,0.512,0.07,0.015,0.921,HOMEIMPROVEMENT,RENT,N,15718
34,287300,1.0,15000,12.41,0.04,8,0.035,-0.278,-0.005,0.123,0.061,0.1,0.032,0.277,MEDICAL,RENT,Y,15719
32,348000,16.0,25000,11.83,0.07,8,0.004,-0.431,0.007,0.235,-0.017,0.026,0.003,0.036,MEDICAL,MORTGAGE,N,15720
30,340000,2.0,25000,18.3,0.07,8,0.027,-0.329,-0.025,0.25,0.456,0.061,0.03,0.679,HOMEIMPROVEMENT,MORTGAGE,N,15721
28,336000,1.0,2150,13.06,0.01,5,0.004,-0.18,0.013,-0.012,0.002,-0.021,0.001,0.016,VENTURE,RENT,Y,15722
34,334000,18.0,18000,12.68,0.05,10,-0.005,-0.231,-0.009,0.067,-0.009,0.008,0.0,0.031,EDUCATION,OWN,Y,15723
34,69996,13.0,32000,10.99,0.46,8,0.004,-0.079,-0.044,0.451,0.075,0.083,0.002,0.703,MEDICAL,RENT,N,15724
30,11440,3.0,1750,12.73,0.15,5,0.04,0.293,-0.023,-0.13,-0.025,-0.193,-0.001,0.172,MEDICAL,OWN,Y,15725
28,73000,0.0,32000,11.99,0.44,9,-0.007,0.128,0.086,0.311,0.055,0.076,0.01,0.869,PERSONAL,RENT,N,15726
28,105500,1.0,31000,8.49,0.29,9,0.001,-0.235,0.008,0.189,-0.078,-0.087,0.003,0.009,DEBTCONSOLIDATION,RENT,N,15727
32,307000,10.0,11000,14.26,0.04,10,0.014,-0.262,0.018,0.026,0.071,0.049,-0.008,0.116,VENTURE,OWN,Y,15728
31,305000,0.0,35000,17.58,0.11,10,0.001,-0.428,-0.055,0.23,0.349,0.013,-0.0,0.319,HOMEIMPROVEMENT,MORTGAGE,Y,15729
27,300000,6.0,10000,14.27,0.03,7,0.009,-0.289,-0.002,0.028,0.038,0.05,0.001,0.045,DEBTCONSOLIDATION,MORTGAGE,Y,15730
30,300000,13.0,4000,10.65,0.01,10,0.003,-0.121,0.016,-0.027,-0.031,-0.008,0.004,0.047,EDUCATION,MORTGAGE,N,15731
34,61200,18.0,30000,11.71,0.49,8,-0.035,-0.16,-0.01,0.272,-0.033,-0.115,-0.02,0.108,MEDICAL,RENT,N,15732
27,75000,11.0,30000,10.65,0.4,5,-0.012,-0.133,0.026,0.304,0.02,0.074,0.006,0.495,PERSONAL,RENT,N,15733
29,80000,2.0,30000,12.42,0.38,9,-0.009,-0.106,0.019,0.338,0.053,0.237,0.042,0.784,MEDICAL,RENT,N,15734
34,80000,0.0,30000,6.62,0.38,5,0.067,-0.034,0.037,0.291,-0.073,0.314,-0.003,0.809,DEBTCONSOLIDATION,RENT,N,15735
34,300000,18.0,16000,10.74,0.05,9,-0.015,-0.212,-0.006,0.068,-0.044,0.008,0.011,0.021,DEBTCONSOLIDATION,MORTGAGE,N,15736
29,244800,8.0,8000,14.09,0.03,5,0.038,-0.16,0.009,-0.018,0.135,0.056,0.014,0.283,MEDICAL,RENT,N,15737
31,300000,1.0,25000,14.83,0.08,9,0.005,-0.472,-0.008,0.219,0.152,0.004,0.007,0.118,VENTURE,MORTGAGE,N,15738
32,288000,8.0,25000,14.83,0.09,10,0.05,-0.358,0.035,0.279,0.224,0.032,0.032,0.504,DEBTCONSOLIDATION,MORTGAGE,Y,15739
28,288000,5.0,25000,17.93,0.09,8,0.024,-0.238,0.033,0.289,0.481,0.062,0.017,0.878,DEBTCONSOLIDATION,RENT,N,15740
29,105000,6.0,30000,5.99,0.29,8,0.003,-0.257,0.014,0.192,-0.085,-0.071,-0.001,0.004,HOMEIMPROVEMENT,RENT,N,15741
29,112260,5.0,30000,17.49,0.27,10,0.038,-0.208,-0.072,0.305,0.371,-0.107,0.018,0.555,EDUCATION,RENT,N,15742
34,286000,11.0,30000,6.62,0.1,6,-0.013,-0.346,0.014,0.218,-0.08,0.003,0.0,0.005,VENTURE,MORTGAGE,N,15743
34,285000,5.0,21000,11.71,0.07,10,0.002,-0.366,0.004,0.14,0.007,0.026,-0.013,0.01,EDUCATION,RENT,N,15744
33,285000,0.0,10000,13.99,0.04,7,0.016,-0.297,0.01,0.036,0.114,0.02,-0.004,0.107,DEBTCONSOLIDATION,MORTGAGE,N,15745
30,232050,14.0,25000,17.93,0.09,9,0.023,-0.23,0.039,0.316,0.442,0.059,0.001,0.859,MEDICAL,MORTGAGE,Y,15746
28,285000,4.0,25000,16.32,0.09,6,0.021,-0.445,-0.004,0.239,0.252,0.045,0.002,0.32,PERSONAL,MORTGAGE,N,15747
35,280000,19.0,21600,12.99,0.08,8,-0.017,-0.324,-0.015,0.118,0.009,0.018,0.008,0.007,HOMEIMPROVEMENT,MORTGAGE,N,15748
29,280000,6.0,15000,12.99,0.05,7,0.002,-0.267,-0.001,0.063,-0.007,0.017,0.002,0.017,VENTURE,MORTGAGE,N,15749
28,280000,3.0,20000,11.36,0.07,5,0.006,-0.353,-0.015,0.146,-0.015,0.024,-0.0,0.003,HOMEIMPROVEMENT,MORTGAGE,N,15750
